id,duration,distance,calories,heart_rate,avg_altitude,max_altitude,ascent,descent,number_of_hills,distance_between_hills,number_of_intervals,average_interval_duration,longest_interval,activity_type
10,7835.0,65239.01,1905,127.40575983543327,348.2181351370411,,952.3996276855469,947.1996154785156,8,65227.96929733732,12,395.1666666666667,1123.0,Biking
100,8847.0,79244.31999999999,1806,133.41307070477058,240.66716749160017,,802.6000366210938,802.2000427246094,0,79244.31999999999,7,699.4285714285714,1851.0,Biking
1000,8315.0,62968.53,1531,117.72616834015123,259.02853598783224,,860.6002502441406,890.2002410888672,5,62963.12895970888,5,1336.6,2932.0,Biking
1001,4243.0,16431.85,1070,141.48469006721433,-9.46646751355466,,201.8000099658966,202.60001015663147,1,16431.614426268115,3,632.6666666666666,1731.0,Running
1002,1479.0,7230.93,341,180.0086330935252,337.708489419402,,126.00018310546875,126.20016479492188,0,7230.93,2,625.5,1248.0,Running
1003,2238.0,9404.63,611,144.29403202328967,49.74876276652018,,79.40003204345703,72.60003280639648,0,9404.63,2,52.0,99.0,Running
1005,9086.0,86097.89,2333,128.46127385707945,395.58234248800204,,877.99951171875,872.3995056152344,3,86091.41646075563,6,1209.0,5682.0,Biking
1006,2511.0,9305.47,647,135.29593495934958,307.4793492262926,,49.800018310546875,51.800018310546875,0,9305.47,2,1116.0,2127.0,Running
1007,1293.0,4721.17,355,141.9236276849642,10.707875867376464,,88.00000154972076,50.600000977516174,0,4721.17,3,270.0,487.0,Running
1009,7371.0,59715.19,1557,131.39238410596028,359.3770420798666,,1809.5997619628906,1811.1997375488281,10,59711.407475796455,5,1190.0,3248.0,Biking
101,11172.0,84044.1,1878,125.1764595633024,435.867660026275,,1137.2003784179688,1127.8003845214844,9,84034.11774032124,8,1077.0,4733.0,Biking
1011,9801.0,32537.08,1797,133.76340243030737,13.342101498447715,,547.6000089645386,544.8000087738037,0,32537.08,5,1120.0,2323.0,Running
1012,15137.0,122628.34000000001,2855,135.37007552561747,332.89056274389145,,3591.9993896484375,3591.599395751953,24,122618.62951323054,11,1225.7272727272727,6020.0,Biking
1016,55.0,362.95,5,119.01785714285714,-0.49642859558973995,,3.8000001907348633,7.000000238418579,0,362.95,1,32.0,32.0,Biking
1017,5547.0,16609.54,1208,140.35905511811023,291.6606302096149,,105.8001708984375,108.8001708984375,0,16609.54,2,2437.5,4841.0,Running
102,10964.0,75111.59999999999,1426,123.76932962090383,259.60634047163296,,1402.5999908447266,1376.3999938964844,13,75097.51388157568,30,251.36666666666667,2147.0,Biking
1021,5468.0,20033.91,1257,131.0722408026756,313.8650170571828,,136.19979858398438,126.7998046875,0,20033.91,3,1333.6666666666667,2498.0,Running
1023,11402.0,100048.54,2404,118.7513256536844,141.6573385985759,,533.8000259399414,524.400016784668,0,100048.54,12,726.8333333333334,2864.0,Biking
1025,3688.0,13764.62,520,155.724064171123,284.4038502739075,,78.20004272460938,162.20004272460938,0,13764.62,2,1230.0,1602.0,Running
1027,4213.0,37696.1,742,117.26575605080278,259.5871074245955,,473.00022888183594,475.4002227783203,1,37695.447611276846,2,1923.5,3839.0,Biking
1028,6684.0,53478.78,1310,134.46514806378133,335.35723617426265,,1757.3998107910156,1758.7998046875,7,53477.72201437116,4,1457.0,3200.0,Biking
1029,7432.0,27956.600000000002,1879,142.60009037505648,320.7549026840906,,367.40008544921875,361.2000732421875,1,27956.387953366917,5,1129.8,2054.0,Running
103,3825.0,13096.880000000003,823,146.21345029239765,150.81286554169236,,96.8001708984375,90.40016174316406,0,13096.880000000003,3,461.6666666666667,661.0,Running
1030,2701.0,23263.97,500,126.2170630426576,292.78578364710836,,192.39999389648438,184.60000610351562,0,23263.97,10,227.3,508.0,Biking
1036,9271.0,86554.79999999999,2047,132.38622197922362,137.26620012933012,,1065.9997463226318,1066.199758529663,2,86552.47183188795,6,825.8333333333334,1226.0,Biking
1039,10970.0,106009.71,2480,136.88366931755132,345.77516188991035,,589.8002624511719,580.4002685546875,0,106009.71,6,1358.8333333333333,3397.0,Biking
